refYear,cmdCode,value,share
2011,36,17375203.0,3.129489290190612e-05
2011,37,402767500.0,0.000725434159063838
2011,38,3566607609.0,0.006423902106166959
2011,39,27719359622.0,0.04992600032816371
2011,40,9213625143.0,0.016594880191528955
2011,41,859192172.0,0.0015475115315139688
2011,42,151241510.0,0.0002724046940788297
2011,43,21385933.0,3.851871444853565e-05
2011,44,73035659.0,0.0001315462689227364
2011,45,188907.0,3.402449072635514e-07
2011,46,1017792.0,1.8331694677994172e-06
2011,47,89363006.0,0.00016095384336875916
2011,48,3209492093.0,0.005780692825283798
2011,49,283436925.0,0.0005105050117872349
2011,50,103497747.0,0.00018641226280657417
2011,51,106710390.0,0.0001921986308056737
2011,52,830364022.0,0.0014955884623670884
2011,53,12853254.0,2.3150302610622535e-05
2011,54,3523621986.0,0.006346479674434409
2011,55,1945165008.0,0.0035034831306371135
2011,56,744888351.0,0.0013416361908647893
2011,57,40587830.0,7.310370952044546e-05
2011,58,514199080.0,0.0009261362378821508
2011,59,1384881966.0,0.002494343968686363
2011,60,4234276264.0,0.0076264560591875205
2011,61,869304171.0,0.0015657244943052054
2011,62,795544806.0,0.0014328747412296527
2011,63,629858113.0,0.0011344524832159766
2011,64,463471854.0,0.000834770220179751
2011,65,127195490.0,0.0002290948334333401
2011,66,4386681.0,7.900955867383332e-06
2011,67,52985063.0,9.543266182189346e-05
2011,68,519576341.0,0.0009358213510345322
2011,69,164258336.0,0.00029584961012342194
2011,70,838997766.0,0.001511138904789112
2011,71,6325660399.0,0.011393297949988484
2011,72,27581062849.0,0.04967691070891067
2011,73,11690015789.0,0.02105516650011782
2011,74,5018130563.0,0.009038274749185197
2011,75,198694025.0,0.0003578725516256505
2011,76,2698235846.0,0.0048598569941688775
2011,78,434569609.0,0.0007827136967595844
2011,79,1100496281.0,0.0019821301226144515
2011,80,58155687.0,0.00010474559614076303
2011,81,432212228.0,0.000778467761565389
2011,82,1705577976.0,0.0030719572079111715
2011,83,958454034.0,0.0017262944407285424
2011,84,59658651909.0,0.10745262211694749
2011,85,118542862472.0,0.2135103794382504
2011,86,835185285.0,0.0015042721542489572
2011,87,67096998404.0,0.12085000555634061
2011,88,915412031.0,0.0016487704616320953
2011,89,54133104355.0,0.09750042651227919
2011,90,36499241824.0,0.065739655754402
2011,91,82930601.0,0.00014936828516971622
2011,92,154239229.0,0.00027780395733089123
2011,93,262559589.0,0.0004729023435365612
2011,94,1521121293.0,0.002739727872833714
2011,95,444934362.0,0.0008013819008139318
2011,96,597127527.0,0.001075500643431047
2011,97,101835398.0,0.00018341816633929314
2012,1,1539152.0,2.80941773060645e-06
2012,2,33997126.0,6.205503327420654e-05
2012,3,1770291967.0,0.0032313180507448054
2012,4,33194586.0,6.059015514292327e-05
2012,5,163784383.0,0.00029895601577793334
2012,6,85339821.0,0.00015577097404556578
2012,7,161302862.0,0.0002944264897166527
2012,8,141337513.0,0.0002579836916834852
2012,9,32547228.0,5.9408531077691295e-05
2012,10,4964559.0,9.061821106194727e-06
2012,11,59882591.0,0.00010930383283136054
2012,12,293203666.0,0.0005351853344823718
2012,13,67928843.0,0.00012399067534836185
2012,14,188851.0,3.447101701734193e-07
2012,15,103691267.0,0.0001892679111737161
2012,16,225070541.0,0.00041082178272359456
2012,17,452901907.0,0.0008266829057502271
2012,18,55230484.0,0.00010081233108853178
2012,19,725199555.0,0.001323708436882717
2012,20,206007701.0,0.000376026336470259
2012,21,935418460.0,0.0017074214938229495
2012,22,721039798.0,0.001316115622741674
2012,23,136917348.0,0.0002499155542134978
2012,24,700413821.0,0.0012784669788813662
2012,25,567251599.0,0.001035405664902141
2012,26,188936536.0,0.00034486629923345056
2012,27,57492603164.0,0.10494138246752893
2012,28,3176888038.0,0.005798781135397113
2012,29,23284736423.0,0.0425016836279159
2012,30,1181642484.0,0.0021568547783373236
2012,31,540510788.0,0.0009865956002989074
2012,32,1972223693.0,0.0035999045005537674
2012,33,1028367327.0,0.0018770812772553726
2012,34,715288807.0,0.001305618325474115
2012,35,438972572.0,0.0008012576581303968
2012,36,17604622.0,3.213375754144125e-05
2012,37,460544283.0,0.0008406325524637168
2012,38,3246652451.0,0.005926122280941901
2012,39,28381150285.0,0.051804179720836736
2012,40,9340214843.0,0.017048715908238914
2012,41,929982029.0,0.0016974983636560664
2012,42,384756816.0,0.0007022975124237785
2012,43,16106352.0,2.9398961820657518e-05
2012,44,96346679.0,0.00017586181759023678
2012,45,279308.0,5.098215429666637e-07
2012,46,889780.0,1.624117506483445e-06
2012,47,95315309.0,0.00017397925552696064
2012,48,3017971593.0,0.005508710578189024
2012,49,245154138.0,0.0004474804191065863
2012,50,97420548.0,0.00017782195317720195
2012,51,90685371.0,0.00016552821891146813
2012,52,776413890.0,0.001417190081847099
2012,53,10046699.0,1.833826308556016e-05
2012,54,3452432013.0,0.006301732194764076
2012,55,1873381984.0,0.0034194884988930844
2012,56,740742925.0,0.0013520797863474717
2012,57,42288511.0,7.718931762707381e-05
2012,58,497755156.0,0.0009085536456225113
2012,59,1330523955.0,0.0024286084741296627
2012,60,4069828914.0,0.007428668196205699
2012,61,888031654.0,0.0016209262464573818
2012,62,838220656.0,0.0015300061157877648
2012,63,673770096.0,0.0012298341255800663
2012,64,474389216.0,0.0008659037409163572
2012,65,136541585.0,0.0002492296731343673
2012,66,4279513.0,7.811405046779525e-06
2012,67,52350636.0,9.555573782636434e-05
2012,68,545791138.0,0.0009962338354529453
2012,69,153174059.0,0.0002795889666670728
2012,70,1096661994.0,0.002001739692003015
2012,71,6433960331.0,0.011743922778211603
2012,72,25375016539.0,0.04631707679234963
2012,73,12467431128.0,0.02275683107718924
2012,74,4570451073.0,0.008342454989081958
2012,75,146252215.0,0.0002669545086914526
2012,76,2561823612.0,0.004676102606005813
2012,78,419058225.0,0.0007649079541666236
2012,79,1038688391.0,0.001895920339414486
2012,80,67295465.0,0.00012283456900969223
2012,81,350815781.0,0.0006403448621825195
2012,82,1881112502.0,0.0034335990314044757
2012,83,1106845338.0,0.0020203273735253497
2012,84,58979883076.0,0.10765611795508806
2012,85,119084385606.0,0.2173650064190359
2012,86,852231321.0,0.0015555798152460296
2012,87,70074094361.0,0.1279064076543336
2012,88,1179533889.0,0.0021530059549724656
2012,89,37828428936.0,0.06904831944719202
2012,90,37611610626.0,0.06865256048093389
2012,91,85132711.0,0.00015539293568016333
2012,92,156817333.0,0.00028623904318521884
2012,93,378290803.0,0.0006904950838341838
2012,94,2056236379.0,0.0037532530519926587
2012,95,427327052.0,0.0007800010633495486
2012,96,821909553.0,0.0015002334214898995
2012,97,123301291.0,0.00022506213365675742
2013,1,1637942.0,2.9268900645870394e-06
2013,2,45498732.0,8.130311491011794e-05
2013,3,1538267054.0,0.002748777769319167
2013,4,43744123.0,7.81677489146584e-05
2013,5,275247119.0,0.0004918477320364863
2013,6,62542770.0,0.00011175964235897996
2013,7,162067313.0,0.0002896031777767576
2013,8,148595555.0,0.0002655300697895878
2013,9,27449370.0,4.905014239342635e-05
2013,10,3799882.0,6.7901286323954866e-06
2013,11,59197156.0,0.00010578125950015876
2013,12,291958854.0,0.0005217104568054412
2013,13,81655118.0,0.00014591209798447217
2013,14,157781.0,2.8194383029472815e-07
2013,15,86434341.0,0.00015445224184496654
2013,16,230903533.0,0.00041260878383712337
2013,17,423181743.0,0.0007561967634393196
2013,18,51146773.0,9.139577697463563e-05
2013,19,761063658.0,0.0013599685819879266
2013,20,186021341.0,0.00033240738363999315
2013,21,1015076008.0,0.00181387123757488
2013,22,707165446.0,0.0012636561721456941
2013,23,190397563.0,0.0003402273923412947
2013,24,617323389.0,0.0011031145754253203
2013,25,512690318.0,0.0009161424506876128
2013,26,161401065.0,0.00028841263827551094
2013,27,54112787284.0,0.09669584116449269
2013,28,3099622046.0,0.005538812101046528
2013,29,24856006195.0,0.044415979062420646
2013,30,1243125359.0,0.0022213797938469716
2013,31,462642467.0,0.0008267103719901787
2013,32,2278277490.0,0.004071125686900573
2013,33,1276977291.0,0.0022818708756055907
2013,34,763001107.0,0.0013634306705287565
2013,35,443678082.0,0.000792822316102056
2013,36,28314164.0,5.0595469985315733e-05
2013,37,465002922.0,0.000830928343253755
2013,38,3475793694.0,0.006211005047506496
2013,39,31172467684.0,0.05570306271709264
2013,40,8321428255.0,0.014869821814651168
2013,41,1006486474.0,0.001798522329173952
2013,42,657606635.0,0.0011750979744020336
2013,43,15643812.0,2.7954419579611185e-05
2013,44,93711825.0,0.00016745660684372178
2013,45,246972.0,4.413220327894335e-07
2013,46,1065883.0,1.9046598491962642e-06
2013,47,73796602.0,0.0001318694686344718
2013,48,3246479470.0,0.005801236249897004
2013,49,291394294.0,0.0005207016267889551
2013,50,86056817.0,0.0001537776323381933
2013,51,77970042.0,0.0001393271198035304
2013,52,785696306.0,0.0014039854352682441
2013,53,10279113.0,1.8368070244530927e-05
2013,54,3478672424.0,0.006216149140664634
2013,55,1933954299.0,0.0034558437497228182
2013,56,778018805.0,0.0013902662673137274
2013,57,52199605.0,9.327711558154559e-05
2013,58,502450415.0,0.0008978444460250331
2013,59,1340618585.0,0.0023955935050430574
2013,60,4087689469.0,0.007304420848804885
2013,61,932474459.0,0.0016662679322761579
2013,62,986087022.0,0.0017620699069381097
2013,63,673861465.0,0.0012041442412591941
2013,64,522804807.0,0.000934216349129972
2013,65,134700046.0,0.0002406997478157451
2013,66,7148809.0,1.277443159509336e-05
2013,67,47045151.0,8.406645964808095e-05
2013,68,587006930.0,0.001048941141542704
2013,69,196997636.0,0.00035202127032308477
2013,70,1256696564.0,0.0022456306068055344
2013,71,3977912193.0,0.007108256382394091
2013,72,22269931232.0,0.03979484039238105
2013,73,11179899115.0,0.019977713278479296
2013,74,4520788767.0,0.00807833960312941
2013,75,266976531.0,0.00047706875827215723
2013,76,2644571777.0,0.004725668466397828
2013,78,484875074.0,0.0008664385165387452
2013,79,1029124890.0,0.0018389756265852087
2013,80,63366555.0,0.00011323168967924882
2013,81,461324720.0,0.0008243556484395649
2013,82,1903459245.0,0.0034013511788188147
2013,83,1233122329.0,0.0022035050649965205
2013,84,59318362675.0,0.10599784751903803
2013,85,135497123313.0,0.24212407033029534
2013,86,478542132.0,0.0008551219833407407
2013,87,72771812973.0,0.13003824089782173
2013,88,1748252538.0,0.0031240074336339597
2013,89,35869753601.0,0.0640967906274777
2013,90,35943226078.0,0.06422808090695761
2013,91,88377608.0,0.00015792472675294243
2013,92,138328683.0,0.0002471838733728728
2013,93,390208376.0,0.0006972756171055164
2013,94,2402748064.0,0.004293546069535639
2013,95,412924053.0,0.000737866974627131
2013,96,801390522.0,0.0014320299233403998
2013,97,173547132.0,0.0003101168273286694
2014,1,1819926.0,3.1757217128700675e-06
2014,2,47572558.0,8.301282875093307e-05
2014,3,1433740982.0,0.0025018392875144663
2014,4,53345289.0,9.308608842152306e-05
2014,5,213300757.0,0.00037220405960271025
2014,6,42980614.0,7.500001050168369e-05
2014,7,168265754.0,0.00029361919578612175
2014,8,151974952.0,0.0002651921863189966
2014,9,21165262.0,3.693281050547316e-05
2014,10,4316190.0,7.531634967505632e-06
2014,11,61338901.0,0.00010703472544998394
2014,12,293873826.0,0.0005128018886880017
2014,13,83651122.0,0.00014596894843050924
2014,14,189780.0,3.3116097394535896e-07
2014,15,73749928.0,0.00012869163233681158
2014,16,234220180.0,0.00040870788769342025
2014,17,438259691.0,0.0007647513231771108
2014,18,55103873.0,9.615477000127184e-05
2014,19,842786061.0,0.0014706389123634353
2014,20,195286948.0,0.00034077044945988343
2014,21,1061344195.0,0.0018520169528267098
2014,22,769955593.0,0.0013435517128915398
2014,23,238003961.0,0.0004153104833365646
2014,24,760079616.0,0.001326318399781718
2014,25,561902904.0,0.0009805053901958348
2014,26,154936119.0,0.00027035934275136496
2014,27,52670786682.0,0.09190910009526485
2014,28,3673296213.0,0.006409802674079875
2014,29,24398046106.0,0.04257393145129483
2014,30,1473767207.0,0.0025716839690107045
2014,31,356551774.0,0.0006221732149846429
2014,32,2271761605.0,0.003964162639284814
2014,33,1920012962.0,0.0033503707581601515
2014,34,838992414.0,0.0014640191008167764
2014,35,462173106.0,0.0008064795864385691
2014,36,30063966.0,5.246080862693728e-05
2014,37,638875584.0,0.0011148206377244705
2014,38,3577803223.0,0.006243169985844264
2014,39,31835781069.0,0.05555257806471315
2014,40,8084821285.0,0.014107794767176567
2014,41,1003885497.0,0.0017517530768054628
2014,42,399183873.0,0.0006965650762248946
2014,43,19325386.0,3.372227658146278e-05
2014,44,101537342.0,0.00017717991921458007
2014,45,223560.0,3.901061615303217e-07
2014,46,1118957.0,1.9525497414004482e-06
2014,47,70217946.0,0.00012252841914744768
2014,48,3096195387.0,0.005402777320497669
2014,49,247353959.0,0.00043162597729834754
2014,50,78232761.0,0.00013651405483820474
2014,51,75259361.0,0.000131325552151256
2014,52,733492813.0,0.001279925146669834
2014,53,10310373.0,1.7991322396564087e-05
2014,54,3478607556.0,0.006070076226254847
2014,55,1941346136.0,0.0033875965705702357
2014,56,804685220.0,0.0014041539739415927
2014,57,50867672.0,8.87627136782225e-05
2014,58,510810762.0,0.0008913509824306616
2014,59,1353380493.0,0.0023616124047872804
2014,60,3931185787.0,0.006859813014980886
2014,61,989263173.0,0.0017262375163818956
2014,62,1043302243.0,0.0018205342339090399
2014,63,666310080.0,0.0011626930922247342
2014,64,483825631.0,0.0008442626577178199
2014,65,161397370.0,0.00028163405122467837
2014,66,5104071.0,8.906466031437783e-06
2014,67,45765544.0,7.98596381293033e-05
2014,68,665878998.0,0.001161940865778479
2014,69,305952173.0,0.0005338782779606858
2014,70,1349938527.0,0.0023556062670865383
2014,71,3919775877.0,0.006839903030218378
2014,72,23958185002.0,0.041806385705687704
2014,73,12658964635.0,0.022089551362980585
2014,74,4498972332.0,0.007850585199801575
2014,75,160471943.0,0.00028001920610593386
2014,76,2880245516.0,0.00502595062851888
2014,78,627921503.0,0.001095706062254788
2014,79,1052529787.0,0.0018366360489483677
2014,80,58729204.0,0.0001024808746742316
2014,81,446171835.0,0.0007785578007460639
2014,82,2180054587.0,0.003804136369928166
2014,83,1380842379.0,0.0024095326540977263
2014,84,63051129623.0,0.11002251814895013
2014,85,138234071151.0,0.24121472038569508
2014,86,520209864.0,0.0009077521615461204
2014,87,73343529722.0,0.12798247831872644
2014,88,1667862137.0,0.002910374379257602
2014,89,38339918367.0,0.0669021219696558
2014,90,35901299743.0,0.06264679833910922
2014,91,99706487.0,0.00017398512669190787
2014,92,134323645.0,0.00023439113237480583
2014,93,450852473.0,0.0007867253876296431
2014,94,2382155755.0,0.00415679744923249
2014,95,398864912.0,0.000696008497895194
2014,96,795150537.0,0.0013875162096432458
2014,97,112977245.0,0.00019714224095196246
2015,1,1129604.0,2.1444661660380685e-06
2015,2,64333564.0,0.00012213231481000839
2015,3,1278023547.0,0.0024262292413460497
2015,4,49788681.0,9.451997501439658e-05
2015,5,121374916.0,0.0002304209269511374
2015,6,31083246.0,5.900914778775405e-05
2015,7,165546863.0,0.00031427796519597963
2015,8,142620965.0,0.00027075491412052326
2015,9,22279981.0,4.229682741427174e-05
2015,10,4901451.0,9.305027101527135e-06
2015,11,59414768.0,0.00011279435956229025
2015,12,283652457.0,0.0005384923362081474
2015,13,85404102.0,0.00016213310786776972
2015,14,395616.0,7.51046496598203e-07
2015,15,94608952.0,0.0001796078064244812
2015,16,232421513.0,0.0004412343360043671
2015,17,391082383.0,0.0007424397740066798
2015,18,58047914.0,0.00011019949254967893
2015,19,847109134.0,0.0016081714271592598
2015,20,188369571.0,0.0003576051180064923
2015,21,1036844343.0,0.0019683691036960476
2015,22,758429041.0,0.0014398191027698195
2015,23,181748038.0,0.00034503464774806144
2015,24,970079140.0,0.0018416205095850464
2015,25,482738603.0,0.0009164420462161813
2015,26,160157123.0,0.00030404595904715047
2015,27,33123851933.0,0.0628830809373667
2015,28,3544784352.0,0.006729499991824727
2015,29,18239907551.0,0.03462705923029821
2015,30,1961136458.0,0.003723066473883536
2015,31,303584444.0,0.0005763316779096734
2015,32,2215068377.0,0.004205136658454961
2015,33,2927564791.0,0.005557756207647821
2015,34,854901026.0,0.0016229637338113455
2015,35,449068312.0,0.0008525215928093625
2015,36,29028723.0,5.510879415865303e-05
2015,37,680511569.0,0.0012918987851654035
2015,38,3286266838.0,0.006238724408433315
2015,39,28215708943.0,0.05356534960839485
2015,40,6842039756.0,0.01298908534621811
2015,41,918403969.0,0.0017435191786463
2015,42,287114976.0,0.0005450656617671609
2015,43,15515404.0,2.945479914236468e-05
2015,44,89969481.0,0.00017080012816925652
2015,45,196738.0,3.7349193573499873e-07
2015,46,1070416.0,2.0321023080529153e-06
2015,47,80278668.0,0.00015240286629704126
2015,48,2796487413.0,0.005308915904095441
2015,49,222736124.0,0.0004228473711782712
2015,50,69131953.0,0.00013124168664473032
2015,51,78598191.0,0.00014921261018135365
2015,52,644779856.0,0.0012240648809095026
2015,53,13366729.0,2.5375705195006272e-05
2015,54,3118682725.0,0.005920578881067972
2015,55,1642837002.0,0.003118799479378981
2015,56,699862102.0,0.0013286342812448288
2015,57,45257613.0,8.5918091502991e-05
2015,58,430581106.0,0.0008174250565262262
2015,59,1258617107.0,0.0023893876101343616
2015,60,3516018583.0,0.006674890395576337
2015,61,952565865.0,0.0018083729062709467
2015,62,988688494.0,0.0018769489344355472
2015,63,580048640.0,0.0011011776544137554
2015,64,476369862.0,0.000904351482093923
2015,65,138496384.0,0.0002629247148616826
2015,66,3755634.0,7.129781804085516e-06
2015,67,42232523.0,8.017519119968108e-05
2015,68,670657008.0,0.0012731906603308083
2015,69,419062521.0,0.0007955579103288565
2015,70,1461666129.0,0.0027748605349169576
2015,71,3272684780.0,0.006212939917721379
2015,72,20152697264.0,0.03825834313357243
2015,73,11167161362.0,0.021199995495321013
2015,74,4245777146.0,0.008060280804719771
2015,75,130564529.0,0.00024786669923725145
2015,76,2861581162.0,0.005432491371561096
2015,78,521596254.0,0.0009902103029337701
2015,79,1168850533.0,0.0022189726852720627
2015,80,47230616.0,8.96636856926288e-05
2015,81,264999589.0,0.000503081303381091
2015,82,2169024842.0,0.004117726554584675
2015,83,1367453245.0,0.002596004633076251
2015,84,62125047931.0,0.11793961720348264
2015,85,138349012858.0,0.26264494210249495
2015,86,798568529.0,0.0015160208282754754
2015,87,69023582532.0,0.13103595366040688
2015,88,1861623880.0,0.003534149511287596
2015,89,38420038723.0,0.07293748352462097
2015,90,32519987811.0,0.061736691425189616
2015,91,85593246.0,0.00016249218317956847
2015,92,127332869.0,0.0002417316417036923
2015,93,437201544.0,0.0008299934480115191
2015,94,1967234261.0,0.0037346426830866418
2015,95,388101214.0,0.0007367802543380689
2015,96,792767011.0,0.0015050070933182154
2015,97,439234825.0,0.0008338534753401652
2016,1,1666545.0,3.3639188661624047e-06
2016,2,51946715.0,0.00010485437514358243
2016,3,1431324651.0,0.0028891269045253623
2016,4,49609874.0,0.00010013746469284644
2016,5,127236090.0,0.0002568258784537697
2016,6,29241321.0,5.902356755047773e-05
2016,7,180648255.0,0.0003646382624734507
2016,8,160934135.0,0.00032484533747125183
2016,9,22145865.0,4.470139905072211e-05
2016,10,5697110.0,1.1499608958415463e-05
2016,11,51134909.0,0.00010321574581220294
2016,12,298602707.0,0.0006027291669678675
2016,13,90420466.0,0.00018251359037085483
2016,14,410675.0,8.289469413434654e-07
2016,15,82635149.0,0.00016679893836004511
2016,16,234056375.0,0.00047244248166601117
2016,17,396680775.0,0.0008006996167918801
2016,18,55956354.0,0.00011294782613266496
2016,19,931067385.0,0.00187935827839632
2016,20,231719137.0,0.00046772476987130314
2016,21,1116901126.0,0.002254463437464595
2016,22,788693868.0,0.001591977523674309
2016,23,176792514.0,0.0003568554543926993
2016,24,1072843134.0,0.0021655324392053023
2016,25,320687884.0,0.0006473080673712985
2016,26,93225608.0,0.0001881757657672975
2016,27,27492325720.0,0.05549322290378592
2016,28,3533897351.0,0.007133167103264686
2016,29,17923733330.0,0.0361790318898385
2016,30,2405216998.0,0.004854927311765781
2016,31,280765345.0,0.0005667244754927688
2016,32,2364417792.0,0.00477257416871363
2016,33,4205559461.0,0.008488916179056488
2016,34,921086254.0,0.0018592113787467225
2016,35,470898753.0,0.000950508506682418
2016,36,28250126.0,5.702284176116761e-05
2016,37,776168770.0,0.0015666956300184323
2016,38,3175466652.0,0.006409675214010043
2016,39,27648753374.0,0.05580897191535185
2016,40,6880274500.0,0.01388782492817542
2016,41,686852700.0,0.0013864112615048416
2016,42,312833467.0,0.0006314539371023849
2016,43,16747179.0,3.380415853943268e-05
2016,44,90318972.0,0.00018230872486683166
2016,45,165248.0,3.335528682367443e-07
2016,46,1638391.0,3.3070900546043993e-06
2016,47,95656490.0,0.0001930824978514684
2016,48,2824096203.0,0.005700434429990977
2016,49,187388278.0,0.00037824298993539656
2016,50,59269629.0,0.00011963566731384173
2016,51,80433684.0,0.0001623552841852726
2016,52,532467649.0,0.0010747852413779653
2016,53,13617435.0,2.7486774437678097e-05
2016,54,2855104744.0,0.005763025128761229
2016,55,1540448094.0,0.0031093924290976345
2016,56,687892525.0,0.0013885101468844787
2016,57,43246273.0,8.729254453729711e-05
2016,58,400188386.0,0.0008077797249306096
2016,59,1289342837.0,0.0026025368017879255
2016,60,3385466470.0,0.006833559567364361
2016,61,918061345.0,0.001853105603953048
2016,62,961812456.0,0.0019414171633219612
2016,63,500429228.0,0.0010101157311973499
2016,64,484934199.0,0.0009788390357676833
2016,65,135818360.0,0.00027414917903521196
2016,66,4241895.0,8.562259416205367e-06
2016,67,48217363.0,9.732668309124631e-05
2016,68,697528428.0,0.0014079602042751948
2016,69,380553183.0,0.000768146093787959
2016,70,1536702462.0,0.003101831875886949
2016,71,3726553051.0,0.00752204237750194
2016,72,18651252040.0,0.037647527438446626
2016,73,11111630249.0,0.022428810880253433
2016,74,3687126940.0,0.007442460824881211
2016,75,182176544.0,0.00036772311178747975
2016,76,2577684324.0,0.005203052379932546
2016,78,777511306.0,0.0015694055371489942
2016,79,1300839130.0,0.0026257420539195094
2016,80,45772185.0,9.239109455008765e-05
2016,81,275445967.0,0.0005559873180740076
2016,82,2136001376.0,0.004311515936788539
2016,83,1519234412.0,0.0030665726401927027
